選舉類型,選區,候選人,推薦政黨
村里長,高雄市鳳山區新樂里,李滋宏,民主進步黨
村里長,高雄市林園區溪州里,黃國輝,無
村里長,高雄市林園區潭頭里,劉建德,無
村里長,高雄市林園區頂厝里,陳碧對,無
村里長,高雄市林園區西溪里,李文通,無
村里長,高雄市林園區港嘴里,蔡明興,無
村里長,高雄市林園區王公里,洪進財,無
村里長,高雄市林園區龔厝里,龔芳生,無
村里長,高雄市林園區東汕里,王福成,中國國民黨
村里長,高雄市林園區西汕里,邱鐘城,無
村里長,高雄市林園區文賢里,黃三源,無
村里長,高雄市林園區五福里,洪月珍,無
村里長,高雄市大寮區拷潭里,董鳳松,民主進步黨
村里長,高雄市大寮區義仁里,許明得,無
村里長,高雄市大寮區江山里,許世川,無
村里長,高雄市大樹區竹寮里,鄭榕華,無
村里長,高雄市大樹區九曲里,潘德勝,中國國民黨
村里長,高雄市大樹區久堂里,張勝鋒,中國國民黨
村里長,高雄市大樹區水寮里,史榮瑞,無
村里長,高雄市大樹區興山里,尹平成,無
村里長,高雄市大樹區和山里,吳順治,無
村里長,高雄市大樹區大坑里,吳進雄,無
村里長,高雄市大樹區小坪里,郭秀密,無
村里長,高雄市大樹區龍目里,陳榮清,無
村里長,高雄市大樹區興田里,曾金益,中國國民黨
村里長,高雄市大樹區統嶺里,許瑞楠,無
村里長,高雄市大社區嘉誠里,侯景耀,無
村里長,高雄市大社區中里里,李旭仁,無
村里長,高雄市大社區保安里,林義萬,民主進步黨
村里長,高雄市仁武區灣內里,鄭文輝,民主進步黨
村里長,高雄市仁武區仁福里,朱興,無
村里長,高雄市仁武區仁武里,劉俊彥,無
村里長,高雄市仁武區高楠里,李志能,無
村里長,高雄市鳥松區夢裡里,陳萬丁,無
村里長,高雄市鳥松區大竹里,蔡榮瑞,無
村里長,高雄市岡山區壽天里,莊証州,無
村里長,高雄市岡山區和平里,葉春蘭,無
村里長,高雄市岡山區前峰里,蔡佩玲,無
村里長,高雄市岡山區協和里,呂煌龍,無
村里長,高雄市岡山區潭底里,陳勝傑,無
村里長,高雄市岡山區台上里,李金本,無
村里長,高雄市岡山區灣裡里,林仁傑,無
村里長,高雄市岡山區石潭里,廖壹正,無
村里長,高雄市岡山區壽峰里,李美麗,無
村里長,高雄市岡山區仁義里,顏茂吉,無
村里長,高雄市橋頭區橋南里,蘇道明,無
村里長,高雄市橋頭區東林里,陸見青,無
村里長,高雄市橋頭區西林里,吳建豐,無
村里長,高雄市橋頭區甲南里,方明賢,無
村里長,高雄市橋頭區頂鹽里,顏家進,無
村里長,高雄市橋頭區仕和里,朱高成,無
村里長,高雄市燕巢區尖山里,何旭信,無
村里長,高雄市燕巢區鳳雄里,陳明發,無
村里長,高雄市燕巢區東燕里,吳振武,無
村里長,高雄市燕巢區西燕里,李秀英,無
村里長,高雄市田寮區田寮里,連于萱,無
村里長,高雄市田寮區崇德里,陳金城,無
村里長,高雄市田寮區西德里,黃萬春,無
村里長,高雄市田寮區三和里,林正春,無
村里長,高雄市田寮區新興里,何百農,無
村里長,高雄市阿蓮區峯山里,鄭鴻哖,無
村里長,高雄市阿蓮區崗山里,吳尚儒,無
村里長,高雄市阿蓮區青旗里,陳文曉,無
村里長,高雄市阿蓮區復安里,何榮華,中國國民黨
村里長,高雄市阿蓮區玉庫里,鄭明聰,無
村里長,高雄市阿蓮區南蓮里,林首相,無
村里長,高雄市路竹區竹滬里,劉崑芳,無
村里長,高雄市路竹區後鄉里,金宜頵,無
村里長,高雄市路竹區社西里,馬旭來,無
村里長,高雄市路竹區竹園里,辛瑞賢,無
村里長,高雄市路竹區鴨寮里,蘇清吉,無
村里長,高雄市湖內區海山里,劉寶霞,無
村里長,高雄市湖內區葉厝里,葉進昌,無
村里長,高雄市湖內區田尾里,謝秋影,無
村里長,高雄市湖內區逸賢里,林秀卿,無
村里長,高雄市湖內區忠興里,邱韋能,無
村里長,高雄市湖內區湖東里,黃太平,無
村里長,高雄市茄萣區萬福里,蘇永南,無
村里長,高雄市茄萣區嘉賜里,葉宏信,民主進步黨
村里長,高雄市茄萣區嘉安里,林陳麗雯,無
村里長,高雄市茄萣區保定里,郭淑芬,無
村里長,高雄市茄萣區和協里,吳進發,無
村里長,高雄市茄萣區崎漏里,邱美麗,無
村里長,高雄市永安區鹽田里,柯男烈,無
村里長,高雄市彌陀區光和里,林清火,無
村里長,高雄市彌陀區彌壽里,吳義雄,無
村里長,高雄市彌陀區過港里,張金長,無
村里長,高雄市彌陀區漯底里,孫萬賜,無
村里長,高雄市梓官區梓和里,姜志豪,無
村里長,高雄市梓官區赤崁里,蔡良鑑,中國國民黨
村里長,高雄市梓官區同安里,蔣榮三,無
村里長,高雄市梓官區赤西里,劉英凱,無
村里長,高雄市梓官區典寶里,洪文清,無
村里長,高雄市旗山區湄洲里,陳聖允,民主進步黨
村里長,高雄市旗山區上洲里,柯瑞斌,無
村里長,高雄市旗山區新光里,陳峯翔,無
村里長,高雄市旗山區中寮里,洪萬祥,無
村里長,高雄市旗山區東昌里,邱清郎,無
村里長,高雄市美濃區龍山里,温源興,無
村里長,高雄市美濃區廣林里,傅兆鎮,無
村里長,高雄市六龜區新寮里,朱玉雲,無
村里長,高雄市六龜區新發里,劉俊麟,無
村里長,高雄市六龜區興龍里,張榮華,無
村里長,高雄市甲仙區東安里,游新儀,中國國民黨
村里長,高雄市甲仙區西安里,范姮枝,中國國民黨
村里長,高雄市甲仙區和安里,李新福,中國國民黨
村里長,高雄市甲仙區寶隆里,連英朱,無
村里長,高雄市杉林區木梓里,林同德,無
村里長,高雄市內門區永富里,蒙勝南,無
村里長,高雄市內門區內門里,蔡瓊鳳,無
村里長,高雄市內門區內豊里,龔飛盛,無
村里長,高雄市內門區觀亭里,許志芳,無
村里長,高雄市內門區內南里,沈芳昌,無
村里長,高雄市茂林區萬山里,蔡正男,無
村里長,高雄市桃源區桃源里,高慕源,無
村里長,高雄市桃源區勤和里,曾江清水,無
村里長,高雄市那瑪夏區達卡努瓦里,朱子亮,無
村里長,新竹縣竹北市鹿場里,范光仁,無
村里長,新竹縣竹北市東平里,林顥峰,無
村里長,新竹縣竹北市隘口里,林洪文,無
村里長,新竹縣竹北市竹北里,李麗惠,無
村里長,新竹縣竹北市竹仁里,劉堂隆,無
村里長,新竹縣竹北市麻園里,許榮生,無
村里長,新竹縣竹北市新港里,戴章興,無
村里長,新竹縣竹北市尚義里,曾福,無
村里長,新竹縣竹北市新國里,吳勝隆,無
村里長,新竹縣竹北市福德里,曾文忠,無
村里長,新竹縣竹北市東興里,龍春廣,無
村里長,新竹縣竹北市北興里,田慶順,無
村里長,新竹縣竹北市文化里,謝棋鈞,無
村里長,新竹縣竹東鎮瑞峰里,彭康麟,無
村里長,新竹縣竹東鎮軟橋里,林德源,無
村里長,新竹縣竹東鎮員崠里,王瀚立,無
村里長,新竹縣竹東鎮東寧里,彭立傑,無
村里長,新竹縣竹東鎮商華里,鍾宏達,無
村里長,新竹縣竹東鎮竹東里,彭永淦,無
村里長,新竹縣竹東鎮鷄林里,賴運土,無
村里長,新竹縣竹東鎮柯湖里,呂建宏,中國國民黨
村里長,新竹縣竹東鎮中山里,孫光政,無
村里長,新竹縣竹東鎮忠孝里,吳錦忠,無
村里長,新竹縣竹東鎮陸豐里,呂學清,無
村里長,新竹縣新埔鎮寶石里,鄧世雲,無
村里長,新竹縣新埔鎮旱坑里,葉雲全,無
村里長,新竹縣新埔鎮新民里,吳桂香,無
村里長,新竹縣新埔鎮上寮里,劉德文,無
村里長,新竹縣新埔鎮南平里,劉守森,無
村里長,新竹縣新埔鎮清水里,劉春英,無
村里長,新竹縣新埔鎮鹿鳴里,陳英基,無
村里長,新竹縣關西鎮東興里,彭文君,無
村里長,新竹縣關西鎮西安里,羅吉森,無
村里長,新竹縣關西鎮仁安里,黃瑞娥,無
村里長,新竹縣關西鎮東光里,葉明璋,無
村里長,新竹縣關西鎮大同里,陳振才,無
村里長,新竹縣關西鎮上林里,楊文輝,無
村里長,新竹縣關西鎮東山里,吳成崇,無
村里長,新竹縣湖口鄉愛勢村,謝春蘭,中國國民黨
村里長,新竹縣湖口鄉東興村,張紹仁,無
村里長,新竹縣新豐鄉埔和村,姚朝,無
村里長,新竹縣新豐鄉中崙村,劉錦嫦,無
村里長,新竹縣新豐鄉重興村,曾援智,無
村里長,新竹縣新豐鄉新豐村,吳石明,無
村里長,新竹縣新豐鄉忠孝村,陳讚榮,無
村里長,新竹縣新豐鄉崎頂村,葉水森,中國國民黨
村里長,新竹縣芎林鄉華龍村,田興業,中國國民黨
村里長,新竹縣芎林鄉秀湖村,曾達賢,中國國民黨
村里長,新竹縣芎林鄉石潭村,邱創桂,中國國民黨
村里長,新竹縣芎林鄉中坑村,林永堯,無
村里長,新竹縣芎林鄉水坑村,宋協展,中國國民黨
村里長,新竹縣芎林鄉芎林村,官秀娘,無
村里長,新竹縣橫山鄉田寮村,梁少枝,無
村里長,新竹縣橫山鄉南昌村,曾勝淇,無
村里長,新竹縣橫山鄉豐鄉村,林進樟,無
村里長,新竹縣橫山鄉新興村,吳泳河,無
村里長,新竹縣北埔鄉南埔村,莊瑞山,無
村里長,新竹縣北埔鄉大林村,温德泉,無
村里長,新竹縣北埔鄉大湖村,劉金庭,無
村里長,新竹縣北埔鄉外坪村,楊文國,無
村里長,新竹縣寶山鄉三峰村,黃國城,中國國民黨
村里長,新竹縣寶山鄉深井村,鍾煥清,中國國民黨
村里長,新竹縣寶山鄉寶斗村,張錦城,中國國民黨
村里長,新竹縣寶山鄉寶山村,李紘逸,無
村里長,新竹縣峨眉鄉峨眉村,許運枝,無
村里長,新竹縣峨眉鄉七星村,郭光營,無
村里長,新竹縣尖石鄉玉峰村,林清文,無
村里長,苗栗縣苗栗市中苗里,邱信雄,無
村里長,苗栗縣苗栗市綠苗里,邱俊毅,無
村里長,苗栗縣苗栗市大同里,楊桂尾,無
村里長,苗栗縣苗栗市上苗里,周文正,無
村里長,苗栗縣苗栗市清華里,吳姿澐,無
村里長,苗栗縣苗栗市水源里,李玉華,無
村里長,苗栗縣苗栗市南勢里,葉永正,無
村里長,苗栗縣苑裡鎮苑南里,呂聯恭,無
村里長,苗栗縣苑裡鎮苑北里,張顧翰,無
村里長,苗栗縣苑裡鎮苑港里,王献榮,無
村里長,苗栗縣苑裡鎮客庄里,鄭文郎,無
村里長,苗栗縣苑裡鎮中正里,鄭銘國,無
村里長,苗栗縣苑裡鎮石鎮里,楊炳祥,無
村里長,苗栗縣苑裡鎮蕉埔里,吳傑明,無
村里長,苗栗縣苑裡鎮上舘里,解振昌,無
村里長,苗栗縣通霄鎮城北里,詹春旺,無
村里長,苗栗縣通霄鎮南和里,羅國正,無
村里長,苗栗縣通霄鎮坪頂里,邱天送,無
村里長,苗栗縣通霄鎮通灣里,黃義芳,無
村里長,苗栗縣通霄鎮白東里,陳榮生,無
村里長,苗栗縣竹南鎮竹南里,簡宿英,無
村里長,苗栗縣竹南鎮照南里,康進筆,無
村里長,苗栗縣竹南鎮新南里,謝金晃,無
村里長,苗栗縣竹南鎮竹興里,黃湘元,無
村里長,苗栗縣竹南鎮龍鳳里,陳文標,無
村里長,苗栗縣竹南鎮中英里,連素卿,無
村里長,苗栗縣竹南鎮港墘里,林裕章,無
村里長,苗栗縣竹南鎮佳興里,陳金鑾,無
村里長,苗栗縣頭份市珊湖里,黃世男,無
村里長,苗栗縣頭份市上埔里,羅騰光,無
村里長,苗栗縣頭份市仁愛里,葉志煒,無
村里長,苗栗縣頭份市信義里,張慶漢,無
村里長,苗栗縣頭份市民族里,李振翼,無
村里長,苗栗縣頭份市東庄里,蕭珍纓,無
村里長,苗栗縣頭份市蟠桃里,黃玉桃,無
村里長,苗栗縣頭份市尖下里,楊世雄,無
村里長,苗栗縣頭份市成功里,羅田春,無
村里長,苗栗縣後龍鎮豐富里,張漢堂,無
村里長,苗栗縣後龍鎮埔頂里,張啓進,無
村里長,苗栗縣後龍鎮東明里,李明珍,無
村里長,苗栗縣後龍鎮大山里,郭美華,無
村里長,苗栗縣後龍鎮灣寶里,謝修鎰,無
村里長,苗栗縣後龍鎮秀水里,趙守雄,無
村里長,苗栗縣後龍鎮龍坑里,郭貴輝,無
村里長,苗栗縣後龍鎮福寧里,高國洞,無
村里長,苗栗縣後龍鎮中和里,張海桐,無
村里長,苗栗縣卓蘭鎮中街里,詹凱丞,無
村里長,苗栗縣卓蘭鎮豐田里,何楊蘭香,無
村里長,苗栗縣卓蘭鎮西坪里,呂淑敏,無
村里長,苗栗縣卓蘭鎮景山里,賴玉賜,無
村里長,苗栗縣卓蘭鎮老庄里,陳德文,無
村里長,苗栗縣卓蘭鎮新榮里,蔡錦湧,無
村里長,苗栗縣卓蘭鎮苗豐里,陳正成,無
村里長,苗栗縣大湖鄉靜湖村,劉慶海,無
村里長,苗栗縣大湖鄉富興村,劉永國,無
村里長,苗栗縣大湖鄉大寮村,謝柏園,無
村里長,苗栗縣大湖鄉南湖村,邱雲鈺,無
村里長,苗栗縣大湖鄉義和村,謝國龍,無
村里長,苗栗縣大湖鄉栗林村,張國基,無
村里長,苗栗縣公館鄉館東村,劉學耆,無
村里長,苗栗縣公館鄉館南村,黃明祥,無
村里長,苗栗縣公館鄉大坑村,張肇樣,無
村里長,苗栗縣公館鄉玉泉村,江新坤,無
村里長,苗栗縣公館鄉石墻村,劉建明,無
村里長,苗栗縣公館鄉福星村,劉國華,無
村里長,苗栗縣公館鄉開礦村,劉昆耀,無
村里長,苗栗縣公館鄉福德村,楊文虎,無
村里長,苗栗縣公館鄉鶴山村,彭達錡,無
村里長,苗栗縣公館鄉尖山村,劉兆松,無
村里長,苗栗縣銅鑼鄉福興村,謝勝輝,無
村里長,苗栗縣南庄鄉南江村,謝政財,無
村里長,苗栗縣南庄鄉南富村,蕭正燕,無
村里長,苗栗縣南庄鄉員林村,溫森銶,無
村里長,苗栗縣頭屋鄉曲洞村,劉安華,無
村里長,苗栗縣頭屋鄉明德村,謝文達,無
村里長,苗栗縣頭屋鄉鳴鳳村,涂錦福,無
村里長,苗栗縣三義鄉鯉魚潭村,詹源添,無
村里長,苗栗縣西湖鄉高埔村,劉玉霖,無
村里長,苗栗縣西湖鄉下埔村,謝燕東,無
村里長,苗栗縣造橋鄉平興村,邱明雄,無
村里長,苗栗縣造橋鄉大西村,黃德仁,無
村里長,苗栗縣造橋鄉大龍村,盧松源,無
村里長,苗栗縣造橋鄉談文村,張榮吉,無
村里長,苗栗縣造橋鄉龍昇村,陳吳滿玉,無
村里長,苗栗縣三灣鄉內灣村,邱文國,無
村里長,苗栗縣三灣鄉永和村,黃雪雲,無
村里長,苗栗縣獅潭鄉永興村,謝添華,無
村里長,苗栗縣泰安鄉八卦村,傅學祺,無
村里長,苗栗縣泰安鄉錦水村,張進光,無
村里長,苗栗縣泰安鄉清安村,黃文煥,無
村里長,苗栗縣泰安鄉大興村,謝清亮,無
村里長,彰化縣彰化市文化里,莊啓能,無
村里長,彰化縣彰化市萬安里,高林秀祝,無
村里長,彰化縣彰化市新興里,吳淑櫻,中國國民黨
村里長,彰化縣彰化市新華里,林福松,無
村里長,彰化縣彰化市龍山里,洪敏玲,無
村里長,彰化縣彰化市光華里,謝棟樑,無
村里長,彰化縣彰化市中央里,賴啓榮,無
村里長,彰化縣彰化市富貴里,温萬吉,無
村里長,彰化縣彰化市忠孝里,林正吉,無
村里長,彰化縣彰化市忠權里,林連發,無
村里長,彰化縣彰化市東芳里,張顯祺,無
村里長,彰化縣彰化市南美里,黃建成,無
村里長,彰化縣彰化市莿桐里,蔡侑訓,無
村里長,彰化縣彰化市磚磘里,吳孟聰,無
村里長,彰化縣彰化市東興里,林淑娟,中國國民黨
村里長,彰化縣彰化市永生里,謝清森,無
村里長,彰化縣彰化市華陽里,林榮聰,無
村里長,彰化縣彰化市華北里,陳志忠,無
村里長,彰化縣彰化市西安里,趙慶忠,無
村里長,彰化縣彰化市彰安里,邱逸傑,無
村里長,彰化縣彰化市光南里,蔡耀叁,無
村里長,彰化縣彰化市介壽里,蔡美香,無
村里長,彰化縣彰化市延平里,陳雯嘉,無
村里長,彰化縣彰化市福安里,鄭景芳,無
村里長,彰化縣彰化市竹中里,何則諭,無
村里長,彰化縣彰化市牛埔里,魏文彬,民主進步黨
村里長,彰化縣彰化市中庄里,蘇源順,無
村里長,彰化縣彰化市三村里,趙文男,無
村里長,彰化縣彰化市國聖里,王海,無
村里長,彰化縣彰化市茄苳里,吳秋仁,無
村里長,彰化縣彰化市復興里,李麗真,無
村里長,彰化縣彰化市和調里,張金川,無
村里長,彰化縣彰化市田中里,林再森,無
村里長,彰化縣彰化市快官里,李坤金,無
村里長,彰化縣彰化市向陽里,游寬棟,無
村里長,彰化縣鹿港鎮大有里,施俊平,無
村里長,彰化縣鹿港鎮中興里,徐許美滿,無
村里長,彰化縣鹿港鎮郭厝里,郭献欽,無
村里長,彰化縣鹿港鎮玉順里,萬家在,無
村里長,彰化縣鹿港鎮景福里,蔡宗源,無
村里長,彰化縣鹿港鎮泰興里,施宣發,無
村里長,彰化縣鹿港鎮長興里,陳麗枝,無
村里長,彰化縣鹿港鎮龍山里,陳永祥,無
村里長,彰化縣鹿港鎮興化里,黃玲玲,中國國民黨
村里長,彰化縣鹿港鎮街尾里,許勝嘉,無
村里長,彰化縣鹿港鎮頂番里,潘文生,無
村里長,彰化縣鹿港鎮頭崙里,楊燕眞,無
村里長,彰化縣鹿港鎮草中里,王國書,中國國民黨
村里長,彰化縣鹿港鎮山崙里,吳順和,無
村里長,彰化縣鹿港鎮詔安里,施進益,無
村里長,彰化縣鹿港鎮洋厝里,許勝裕,無
村里長,彰化縣和美鎮和北里,吳華晃,無
村里長,彰化縣和美鎮和西里,黃明卿,無
村里長,彰化縣和美鎮頭前里,葉國明,無
村里長,彰化縣和美鎮面前里,劉建村,無
村里長,彰化縣和美鎮鎮平里,李祟彥,無
村里長,彰化縣和美鎮大霞里,陳萬車,無
村里長,彰化縣和美鎮源埤里,謝忠復,無
村里長,彰化縣和美鎮南佃里,陳淑美,無
村里長,彰化縣和美鎮中寮里,林順泉,無
村里長,彰化縣和美鎮中圍里,李松春,無
村里長,彰化縣和美鎮糖友里,何吉盛,無
村里長,彰化縣和美鎮塗厝里,陳建興,中國國民黨
村里長,彰化縣和美鎮地潭里,林麗芳,無
村里長,彰化縣和美鎮嘉寶里,邵萬興,無
村里長,彰化縣和美鎮好修里,陳信義,無
村里長,彰化縣和美鎮仁愛里,黃合志,無
村里長,彰化縣線西鄉線西村,王榮銓,無
村里長,彰化縣線西鄉下犁村,顏學敏,無
村里長,彰化縣伸港鄉曾家村,曾添進,無
村里長,彰化縣伸港鄉蚵寮村,薛壁鈴,無
村里長,彰化縣伸港鄉埤墘村,柯宏坤,無
村里長,彰化縣伸港鄉溪底村,柯丁財,無
村里長,彰化縣伸港鄉海尾村,黃建達,無
村里長,彰化縣伸港鄉全興村,陳恭志,無
村里長,彰化縣伸港鄉定興村,柯素眉,無
村里長,彰化縣福興鄉大崙村,陳水立,無
村里長,彰化縣福興鄉外埔村,陳銘富,無
村里長,彰化縣福興鄉元中村,梁煮賔,無
村里長,彰化縣福興鄉番婆村,許信民,無
村里長,彰化縣福興鄉頂粘村,粘財本,無
村里長,彰化縣福興鄉福寶村,黃耀輝,中國國民黨
村里長,彰化縣福興鄉福南村,洪旭峯,無
村里長,彰化縣福興鄉同安村,卓鋕蒼,無
村里長,彰化縣秀水鄉秀水村,吳財巷,無
村里長,彰化縣秀水鄉金興村,蘇森田,無
村里長,彰化縣秀水鄉安東村,謝國華,民主進步黨
村里長,彰化縣秀水鄉義興村,施文達,無
村里長,彰化縣秀水鄉金陵村,劉宥慈,無
村里長,彰化縣秀水鄉下崙村,詹助益,無
村里長,彰化縣花壇鄉南口村,呂茂榮,無
村里長,彰化縣花壇鄉長沙村,柯金地,無
村里長,彰化縣花壇鄉橋頭村,謝佩蓉,無
村里長,彰化縣花壇鄉灣東村,許松柏,無
村里長,彰化縣花壇鄉三春村,李明松,無
村里長,彰化縣花壇鄉永春村,陳三弘,無
村里長,彰化縣芬園鄉大埔村,張凰鳳,無
村里長,彰化縣芬園鄉芬園村,劉耿輝,無
村里長,彰化縣芬園鄉縣庄村,褚忠進,無
村里長,彰化縣芬園鄉圳墘村,陳煌濱,無
村里長,彰化縣芬園鄉溪頭村,李永蕙,無
村里長,彰化縣芬園鄉進芬村,賴國華,無
村里長,彰化縣員林市東和里,劉淑靜,無
村里長,彰化縣員林市中正里,陳進發,無
村里長,彰化縣員林市仁美里,黃秀雅,無
村里長,彰化縣員林市新興里,張厚穰,無
村里長,彰化縣員林市源潭里,陳忠和,無
村里長,彰化縣員林市溝皂里,張衍澧,無
村里長,彰化縣員林市大饒里,張明勤,無
村里長,彰化縣員林市大明里,張政岳,無
村里長,彰化縣員林市振興里,謝堂權,無
村里長,彰化縣員林市林厝里,蕭富子,無
村里長,彰化縣員林市大峯里,江茂達,無
村里長,彰化縣員林市浮圳里,江玉堅,無
村里長,彰化縣員林市西東里,黃耀武,無
村里長,彰化縣員林市東北里,曹震西,無
村里長,彰化縣員林市三愛里,黃雅惠,無
村里長,彰化縣員林市三信里,黃寅,無
村里長,彰化縣員林市三多里,黃再瑞,無
村里長,彰化縣員林市忠孝里,洪光旭,無
村里長,彰化縣溪湖鎮光平里,楊林玉春,無
村里長,彰化縣溪湖鎮平和里,鄭篤喜,無
村里長,彰化縣溪湖鎮太平里,施合建,無
村里長,彰化縣溪湖鎮光華里,楊耀木,無
村里長,彰化縣溪湖鎮東寮里,巫智成,無
村里長,彰化縣溪湖鎮大突里,謝章啟,無
村里長,彰化縣溪湖鎮湖西里,楊明瞭,無
村里長,彰化縣溪湖鎮西溪里,洪秀鳳,無
村里長,彰化縣溪湖鎮頂庄里,黃劉彩梅,無
村里長,彰化縣溪湖鎮大庭里,陳傳助,無
村里長,彰化縣溪湖鎮西勢里,蔡福助,無
村里長,彰化縣田中鎮碧峰里,蕭文忠,無
村里長,彰化縣田中鎮東源里,陳聰達,無
村里長,彰化縣田中鎮龍潭里,蕭光志,無
村里長,彰化縣田中鎮三民里,鄭金賜,無
村里長,彰化縣田中鎮三光里,陳裕柳,無
村里長,彰化縣大村鄉大村村,賴錫應,無
村里長,彰化縣大村鄉新興村,黃世昌,無
村里長,彰化縣大村鄉過溝村,賴保全,無
村里長,彰化縣大村鄉平和村,賴居林,無
村里長,彰化縣大村鄉村上村,賴順從,無
村里長,彰化縣埔鹽鄉打廉村,陳育勝,無
村里長,彰化縣埔鹽鄉大有村,陳輝隆,無
村里長,彰化縣埔鹽鄉石埤村,施讚興,無
村里長,彰化縣埔鹽鄉新水村,施愷峻,無
村里長,彰化縣埔鹽鄉南新村,施正賀,無
村里長,彰化縣埔心鄉東門村,陳有在,無
村里長,彰化縣埔心鄉瓦中村,余堅,無
村里長,彰化縣埔心鄉新舘村,吳陳金環,無
村里長,彰化縣埔心鄉梧鳳村,黃旭四,無
村里長,彰化縣埔心鄉埤脚村,黃輝要,無
村里長,彰化縣永靖鄉永東村,張銘達,無
村里長,彰化縣永靖鄉永南村,劉嘉龍,無
村里長,彰化縣永靖鄉新莊村,詹日新,無
村里長,彰化縣永靖鄉五汴村,袁百里,無
村里長,彰化縣永靖鄉光雲村,詹德如,無
村里長,彰化縣永靖鄉東寧村,洪仁俊,無
村里長,彰化縣永靖鄉崙子村,凃永富,無
村里長,彰化縣永靖鄉同安村,陳坤立,無
村里長,彰化縣永靖鄉湳墘村,林輝,無
村里長,彰化縣永靖鄉四芳村,盧清連,無
村里長,彰化縣永靖鄉福興村,江錦文,無
村里長,彰化縣永靖鄉竹子村,周文曲,無
村里長,彰化縣社頭鄉社頭村,張育豪,無
村里長,彰化縣社頭鄉山湖村,劉秀蘭,無
村里長,彰化縣社頭鄉湳底村,謝勝文,無
村里長,彰化縣社頭鄉新厝村,劉培謙,無
村里長,彰化縣社頭鄉平和村,蕭成洽,無
村里長,彰化縣社頭鄉松竹村,張秀優,無
村里長,彰化縣二水鄉合和村,董碧顏,無
村里長,彰化縣二水鄉過圳村,羅澄麃,無
村里長,彰化縣二水鄉裕民村,許美月,無
村里長,彰化縣二水鄉合興村,張窓明,無
村里長,彰化縣二水鄉十五村,黃秀花,無
村里長,彰化縣北斗鎮光復里,許俊士,無
村里長,彰化縣北斗鎮新政里,傅銘霖,無
村里長,彰化縣北斗鎮重慶里,陳肇基,無
村里長,彰化縣北斗鎮五權里,謝正良,無
村里長,彰化縣北斗鎮七星里,易世朋,無
村里長,彰化縣北斗鎮東光里,呂學銘,無
村里長,彰化縣北斗鎮西德里,黃志忠,無
村里長,彰化縣北斗鎮西安里,林義平,無
村里長,彰化縣北斗鎮新生里,吳金郎,無
村里長,彰化縣北斗鎮大新里,陳孟麒,無
村里長,彰化縣二林鎮中西里,洪秋邦,無
村里長,彰化縣二林鎮廣興里,詹金水,無
村里長,彰化縣二林鎮香田里,陳格俊,無
村里長,彰化縣二林鎮外竹里,顏信鴻,無
村里長,彰化縣二林鎮興華里,洪建民,無
村里長,彰化縣二林鎮豐田里,吳朝章,無
村里長,彰化縣二林鎮頂厝里,洪明宏,無
村里長,彰化縣二林鎮趙甲里,曾免,無
村里長,彰化縣二林鎮華崙里,張俊卿,無
村里長,彰化縣二林鎮大永里,莊明章,無
村里長,彰化縣二林鎮原斗里,莊坤錫,無
村里長,彰化縣二林鎮復豐里,曾進賜,無
村里長,彰化縣田尾鄉睦宜村,陳作禮,無
村里長,彰化縣田尾鄉新興村,蒲創結,無
村里長,彰化縣田尾鄉北鎮村,邱模,無
村里長,彰化縣田尾鄉溪畔村,陳錦津,無
村里長,彰化縣田尾鄉柳鳳村,周一郎,無
村里長,彰化縣田尾鄉海豐村,吳永棋,無
村里長,彰化縣田尾鄉仁里村,李坤極,無
村里長,彰化縣田尾鄉正義村,王政堅,無
村里長,彰化縣埤頭鄉和豊村,陳立彬,無
村里長,彰化縣埤頭鄉埤頭村,黃丁元,民主進步黨
村里長,彰化縣埤頭鄉合興村,杜崇維,無
村里長,彰化縣埤頭鄉芙朝村,黃永昌,無
村里長,彰化縣埤頭鄉新庄村,黃為結,無
村里長,彰化縣埤頭鄉庄內村,郭幼玲,無
村里長,彰化縣埤頭鄉大湖村,邱木生,無
村里長,彰化縣芳苑鄉芳中村,陳忠男,無
村里長,彰化縣芳苑鄉後寮村,洪慶豐,無
村里長,彰化縣芳苑鄉永興村,鐘明堂,無
村里長,彰化縣芳苑鄉路上村,謝慶文,無
村里長,彰化縣芳苑鄉福榮村,謝東霖,無
村里長,彰化縣芳苑鄉新街村,洪深泉,無
村里長,彰化縣芳苑鄉和平村,林進財,無
村里長,彰化縣芳苑鄉民生村,洪坤郎,無
村里長,彰化縣芳苑鄉新寶村,梁祥盛,無
村里長,彰化縣芳苑鄉文津村,陳鴻圖,無
村里長,彰化縣芳苑鄉漢寶村,鄭鵬豐,無
村里長,彰化縣大城鄉上山村,顏榮賢,無
村里長,彰化縣大城鄉東城村,,無
村里長,彰化縣大城鄉大城村,張忠和,無
村里長,彰化縣大城鄉頂庄村,許仁寳,無
村里長,彰化縣大城鄉臺西村,許讓出,無
村里長,彰化縣大城鄉西港村,陳儀興,無
村里長,彰化縣竹塘鄉竹元村,蕭慶彬,無
村里長,彰化縣竹塘鄉竹塘村,詹炳煌,無
村里長,彰化縣竹塘鄉民靖村,莊瑞林,無
村里長,彰化縣竹塘鄉新廣村,鐘仁慶,無
村里長,彰化縣竹塘鄉竹林村,張鴻武,無
村里長,彰化縣竹塘鄉土庫村,廖鐘謀,無
村里長,彰化縣竹塘鄉長安村,廖英傑,無
村里長,彰化縣溪州鄉溪厝村,呂永富,無
